L_mm,r_abs,contrast_dB,contrast_linear,n_mode,S_mid
15.1106,0.5049,9.6544,9.2351,15,0.504819
15.2312,0.5049,9.6544,9.2351,15,0.504820
15.3518,0.5049,9.6544,9.2352,15,0.504821
15.4724,0.5049,9.6545,9.2352,15,0.504821
15.5930,0.5049,9.6542,9.2345,16,0.504808
15.7136,0.5049,9.6542,9.2346,16,0.504809
15.8342,0.5049,9.6542,9.2346,16,0.504810
15.9548,0.5049,9.6542,9.2347,16,0.504811
16.0754,0.5049,9.6542,9.2347,16,0.504812
16.1960,0.5049,9.6543,9.2348,16,0.504812
16.3166,0.5049,9.6543,9.2348,16,0.504813
16.4372,0.5049,9.6543,9.2348,16,0.504814
16.5578,0.5049,9.6540,9.2342,17,0.504801
16.6784,0.5049,9.6540,9.2342,17,0.504802
16.7990,0.5049,9.6540,9.2343,17,0.504802
16.9196,0.5049,9.6540,9.2343,17,0.504803
17.0402,0.5049,9.6541,9.2343,17,0.504804
17.1608,0.5049,9.6541,9.2344,17,0.504805
17.2814,0.5049,9.6541,9.2344,17,0.504806
17.4020,0.5049,9.6541,9.2345,17,0.504807
17.5226,0.5049,9.6538,9.2338,18,0.504793
17.6432,0.5049,9.6538,9.2339,18,0.504794
17.7638,0.5049,9.6538,9.2339,18,0.504795
17.8844,0.5049,9.6539,9.2339,18,0.504796
18.0050,0.5049,9.6539,9.2340,18,0.504797
18.1256,0.5049,9.6539,9.2340,18,0.504798
18.2462,0.5049,9.6539,9.2341,18,0.504799
18.3668,0.5049,9.6539,9.2341,18,0.504799
18.4874,0.5049,9.6540,9.2341,18,0.504800
18.6080,0.5049,9.6537,9.2335,19,0.504787
18.7286,0.5049,9.6537,9.2335,19,0.504788
18.8492,0.5049,9.6537,9.2336,19,0.504789
18.9698,0.5049,9.6537,9.2336,19,0.504790
19.0905,0.5049,9.6537,9.2337,19,0.504790
19.2111,0.5049,9.6538,9.2337,19,0.504791
19.3317,0.5049,9.6538,9.2337,19,0.504792
19.4523,0.5049,9.6538,9.2338,19,0.504793
19.5729,0.5049,9.6535,9.2331,20,0.504780
19.6935,0.5049,9.6535,9.2332,20,0.504780
19.8141,0.5049,9.6535,9.2332,20,0.504781
19.9347,0.5049,9.6535,9.2333,20,0.504782
20.0553,0.5049,9.6536,9.2333,20,0.504783
20.1759,0.5049,9.6536,9.2333,20,0.504784
20.2965,0.5049,9.6536,9.2334,20,0.504785
20.4171,0.5049,9.6536,9.2334,20,0.504786
20.5377,0.5049,9.6533,9.2328,21,0.504772
20.6583,0.5049,9.6533,9.2328,21,0.504773
20.7789,0.5049,9.6534,9.2328,21,0.504774
20.8995,0.5049,9.6534,9.2329,21,0.504775
21.0201,0.5049,9.6534,9.2329,21,0.504776
21.1407,0.5049,9.6534,9.2330,21,0.504777
21.2613,0.5049,9.6534,9.2330,21,0.504777
21.3819,0.5049,9.6535,9.2331,21,0.504778
21.5025,0.5049,9.6531,9.2324,22,0.504765
21.6231,0.5049,9.6532,9.2324,22,0.504766
21.7437,0.5049,9.6532,9.2325,22,0.504767
21.8643,0.5049,9.6532,9.2325,22,0.504767
21.9849,0.5049,9.6532,9.2326,22,0.504768
22.1055,0.5049,9.6532,9.2326,22,0.504769
22.2261,0.5049,9.6533,9.2327,22,0.504770
22.3467,0.5049,9.6533,9.2327,22,0.504771
22.4673,0.5049,9.6533,9.2327,22,0.504772
22.5879,0.5049,9.6530,9.2321,23,0.504758
22.7085,0.5049,9.6530,9.2321,23,0.504759
22.8291,0.5049,9.6530,9.2322,23,0.504760
22.9497,0.5049,9.6531,9.2322,23,0.504761
23.0704,0.5049,9.6531,9.2322,23,0.504762
23.1910,0.5049,9.6531,9.2323,23,0.504763
23.3116,0.5049,9.6531,9.2323,23,0.504764
23.4322,0.5049,9.6531,9.2324,23,0.504764
23.5528,0.5049,9.6528,9.2317,24,0.504751
23.6734,0.5049,9.6528,9.2318,24,0.504752
23.7940,0.5049,9.6529,9.2318,24,0.504753
23.9146,0.5049,9.6529,9.2318,24,0.504754
24.0352,0.5049,9.6529,9.2319,24,0.504754
24.1558,0.5049,9.6529,9.2319,24,0.504755
24.2764,0.5049,9.6529,9.2320,24,0.504756
24.3970,0.5049,9.6530,9.2320,24,0.504757
24.5176,0.5049,9.6526,9.2313,25,0.504744
24.6382,0.5049,9.6527,9.2314,25,0.504745
24.7588,0.5049,9.6527,9.2314,25,0.504745
24.8794,0.5049,9.6527,9.2315,25,0.504746
25.0000,0.5049,9.6527,9.2315,25,0.504747
1.0000,0.5074,9.7142,9.3631,1,0.507380
1.1206,0.5074,9.7142,9.3632,1,0.507381
1.2412,0.5074,9.7142,9.3632,1,0.507381
1.3618,0.5074,9.7143,9.3632,1,0.507382
1.4824,0.5074,9.7143,9.3632,1,0.507382
1.6030,0.5074,9.7140,9.3626,2,0.507369
1.7236,0.5074,9.7140,9.3627,2,0.507370
1.8442,0.5074,9.7140,9.3627,2,0.507371
1.9648,0.5074,9.7140,9.3628,2,0.507372
2.0854,0.5074,9.7141,9.3628,2,0.507373
2.2060,0.5074,9.7141,9.3628,2,0.507374
2.3266,0.5074,9.7141,9.3629,2,0.507375
2.4472,0.5074,9.7141,9.3629,2,0.507375
2.5678,0.5074,9.7138,9.3622,3,0.507362
2.6884,0.5074,9.7138,9.3623,3,0.507363
2.8090,0.5074,9.7138,9.3623,3,0.507364
2.9296,0.5074,9.7139,9.3624,3,0.507365
3.0503,0.5074,9.7139,9.3624,3,0.507366
3.1709,0.5074,9.7139,9.3625,3,0.507367
3.2915,0.5074,9.7139,9.3625,3,0.507367
3.4121,0.5074,9.7139,9.3625,3,0.507368
3.5327,0.5074,9.7136,9.3619,4,0.507355
3.6533,0.5074,9.7136,9.3619,4,0.507356
3.7739,0.5074,9.7137,9.3620,4,0.507357
3.8945,0.5074,9.7137,9.3620,4,0.507358
4.0151,0.5074,9.7137,9.3621,4,0.507359
4.1357,0.5074,9.7137,9.3621,4,0.507359
4.2563,0.5074,9.7137,9.3621,4,0.507360
4.3769,0.5074,9.7138,9.3622,4,0.507361
4.4975,0.5074,9.7138,9.3622,4,0.507362
4.6181,0.5074,9.7135,9.3615,5,0.507348
4.7387,0.5074,9.7135,9.3616,5,0.507349
4.8593,0.5074,9.7135,9.3616,5,0.507350
4.9799,0.5074,9.7135,9.3617,5,0.507351
5.1005,0.5074,9.7136,9.3617,5,0.507352
5.2211,0.5074,9.7136,9.3618,5,0.507353
5.3417,0.5074,9.7136,9.3618,5,0.507354
5.4623,0.5074,9.7136,9.3618,5,0.507354
5.5829,0.5074,9.7133,9.3612,6,0.507341
5.7035,0.5074,9.7133,9.3612,6,0.507342
5.8241,0.5074,9.7133,9.3613,6,0.507343
5.9447,0.5074,9.7134,9.3613,6,0.507344
6.0653,0.5074,9.7134,9.3614,6,0.507345
6.1859,0.5074,9.7134,9.3614,6,0.507345
6.3065,0.5074,9.7134,9.3614,6,0.507346
6.4271,0.5074,9.7134,9.3615,6,0.507347
6.5477,0.5074,9.7131,9.3608,7,0.507334
6.6683,0.5074,9.7131,9.3608,7,0.507335
6.7889,0.5074,9.7132,9.3609,7,0.507335
6.9095,0.5074,9.7132,9.3609,7,0.507336
7.0302,0.5074,9.7132,9.3610,7,0.507337
7.1508,0.5074,9.7132,9.3610,7,0.507338
7.2714,0.5074,9.7133,9.3611,7,0.507339
7.3920,0.5074,9.7133,9.3611,7,0.507340
7.5126,0.5074,9.7130,9.3604,8,0.507326
7.6332,0.5074,9.7130,9.3605,8,0.507327
7.7538,0.5074,9.7130,9.3605,8,0.507328
7.8744,0.5074,9.7130,9.3606,8,0.507329
7.9950,0.5074,9.7130,9.3606,8,0.507330
8.1156,0.5074,9.7131,9.3607,8,0.507331
8.2362,0.5074,9.7131,9.3607,8,0.507331
8.3568,0.5074,9.7131,9.3607,8,0.507332
8.4774,0.5074,9.7131,9.3608,8,0.507333
8.5980,0.5074,9.7128,9.3601,9,0.507320
8.7186,0.5074,9.7128,9.3601,9,0.507321
8.8392,0.5074,9.7128,9.3602,9,0.507322
8.9598,0.5074,9.7129,9.3602,9,0.507322
9.0804,0.5074,9.7129,9.3603,9,0.507323
9.2010,0.5074,9.7129,9.3603,9,0.507324
9.3216,0.5074,9.7129,9.3604,9,0.507325
9.4422,0.5074,9.7129,9.3604,9,0.507326
9.5628,0.5074,9.7126,9.3597,10,0.507312
9.6834,0.5074,9.7127,9.3598,10,0.507313
9.8040,0.5074,9.7127,9.3598,10,0.507314
9.9246,0.5074,9.7127,9.3599,10,0.507315
10.0452,0.5074,9.7127,9.3599,10,0.507316
10.1658,0.5074,9.7127,9.3599,10,0.507317
10.2864,0.5074,9.7128,9.3600,10,0.507318
10.4070,0.5074,9.7128,9.3600,10,0.507318
10.5276,0.5074,9.7125,9.3594,11,0.507305
10.6482,0.5074,9.7125,9.3594,11,0.507306
10.7688,0.5074,9.7125,9.3594,11,0.507307
10.8894,0.5074,9.7125,9.3595,11,0.507308
11.0101,0.5074,9.7125,9.3595,11,0.507309
11.1307,0.5074,9.7126,9.3596,11,0.507309
11.2513,0.5074,9.7126,9.3596,11,0.507310
11.3719,0.5074,9.7126,9.3597,11,0.507311
11.4925,0.5074,9.7126,9.3597,11,0.507312
11.6131,0.5074,9.7123,9.3590,12,0.507298
11.7337,0.5074,9.7123,9.3591,12,0.507299
11.8543,0.5074,9.7123,9.3591,12,0.507300
11.9749,0.5074,9.7124,9.3592,12,0.507301
12.0955,0.5074,9.7124,9.3592,12,0.507302
12.2161,0.5074,9.7124,9.3592,12,0.507303
12.3367,0.5074,9.7124,9.3593,12,0.507304
12.4573,0.5074,9.7124,9.3593,12,0.507304
12.5779,0.5074,9.7121,9.3587,13,0.507291
12.6985,0.5074,9.7122,9.3587,13,0.507292
12.8191,0.5074,9.7122,9.3587,13,0.507293
12.9397,0.5074,9.7122,9.3588,13,0.507294
13.0603,0.5074,9.7122,9.3588,13,0.507295
13.1809,0.5074,9.7122,9.3589,13,0.507295
13.3015,0.5074,9.7123,9.3589,13,0.507296
13.4221,0.5074,9.7123,9.3590,13,0.507297
13.5427,0.5074,9.7120,9.3583,14,0.507284
13.6633,0.5074,9.7120,9.3583,14,0.507285
13.7839,0.5074,9.7120,9.3584,14,0.507285
13.9045,0.5074,9.7120,9.3584,14,0.507286
14.0251,0.5074,9.7120,9.3585,14,0.507287
14.1457,0.5074,9.7121,9.3585,14,0.507288
14.2663,0.5074,9.7121,9.3585,14,0.507289
14.3869,0.5074,9.7121,9.3586,14,0.507290
14.5075,0.5074,9.7118,9.3579,15,0.507276
14.6281,0.5074,9.7118,9.3580,15,0.507277
14.7487,0.5074,9.7118,9.3580,15,0.507278
14.8693,0.5074,9.7119,9.3580,15,0.507279
14.9899,0.5074,9.7119,9.3581,15,0.507280
15.1106,0.5074,9.7119,9.3581,15,0.507281
15.2312,0.5074,9.7119,9.3582,15,0.507282
15.3518,0.5074,9.7119,9.3582,15,0.507282
15.4724,0.5074,9.7119,9.3583,15,0.507283
15.5930,0.5074,9.7116,9.3576,16,0.507270
15.7136,0.5074,9.7117,9.3576,16,0.507271
15.8342,0.5074,9.7117,9.3577,16,0.507272
15.9548,0.5074,9.7117,9.3577,16,0.507272
16.0754,0.5074,9.7117,9.3578,16,0.507273
16.1960,0.5074,9.7117,9.3578,16,0.507274
16.3166,0.5074,9.7118,9.3578,16,0.507275
16.4372,0.5074,9.7118,9.3579,16,0.507276
16.5578,0.5074,9.7115,9.3572,17,0.507262
16.6784,0.5074,9.7115,9.3573,17,0.507263
16.7990,0.5074,9.7115,9.3573,17,0.507264
16.9196,0.5074,9.7115,9.3573,17,0.507265
17.0402,0.5074,9.7115,9.3574,17,0.507266
17.1608,0.5074,9.7116,9.3574,17,0.507267
17.2814,0.5074,9.7116,9.3575,17,0.507268
17.4020,0.5074,9.7116,9.3575,17,0.507268
17.5226,0.5074,9.7113,9.3568,18,0.507255
17.6432,0.5074,9.7113,9.3569,18,0.507256
17.7638,0.5074,9.7113,9.3569,18,0.507257
17.8844,0.5074,9.7114,9.3570,18,0.507258
18.0050,0.5074,9.7114,9.3570,18,0.507259
18.1256,0.5074,9.7114,9.3571,18,0.507259
18.2462,0.5074,9.7114,9.3571,18,0.507260
18.3668,0.5074,9.7114,9.3571,18,0.507261
18.4874,0.5074,9.7115,9.3572,18,0.507262
18.6080,0.5074,9.7111,9.3565,19,0.507249
18.7286,0.5074,9.7112,9.3566,19,0.507249
18.8492,0.5074,9.7112,9.3566,19,0.507250
18.9698,0.5074,9.7112,9.3566,19,0.507251
19.0905,0.5074,9.7112,9.3567,19,0.507252
19.2111,0.5074,9.7112,9.3567,19,0.507253
19.3317,0.5074,9.7113,9.3568,19,0.507254
19.4523,0.5074,9.7113,9.3568,19,0.507255
19.5729,0.5074,9.7110,9.3561,20,0.507241
19.6935,0.5074,9.7110,9.3562,20,0.507242
19.8141,0.5074,9.7110,9.3562,20,0.507243
19.9347,0.5074,9.7110,9.3563,20,0.507244
20.0553,0.5074,9.7110,9.3563,20,0.507245
20.1759,0.5074,9.7111,9.3564,20,0.507245
20.2965,0.5074,9.7111,9.3564,20,0.507246
20.4171,0.5074,9.7111,9.3564,20,0.507247
20.5377,0.5074,9.7108,9.3558,21,0.507234
20.6583,0.5074,9.7108,9.3558,21,0.507235
20.7789,0.5074,9.7108,9.3559,21,0.507236
20.8995,0.5074,9.7109,9.3559,21,0.507236
21.0201,0.5074,9.7109,9.3559,21,0.507237
21.1407,0.5074,9.7109,9.3560,21,0.507238
21.2613,0.5074,9.7109,9.3560,21,0.507239
21.3819,0.5074,9.7109,9.3561,21,0.507240
21.5025,0.5074,9.7106,9.3554,22,0.507226
21.6231,0.5074,9.7106,9.3554,22,0.507227
21.7437,0.5074,9.7107,9.3555,22,0.507228
21.8643,0.5074,9.7107,9.3555,22,0.507229
21.9849,0.5074,9.7107,9.3556,22,0.507230
22.1055,0.5074,9.7107,9.3556,22,0.507231
22.2261,0.5074,9.7107,9.3557,22,0.507232
22.3467,0.5074,9.7108,9.3557,22,0.507232
22.4673,0.5074,9.7108,9.3557,22,0.507233
22.5879,0.5074,9.7105,9.3551,23,0.507220
22.7085,0.5074,9.7105,9.3551,23,0.507221
22.8291,0.5074,9.7105,9.3552,23,0.507222
22.9497,0.5074,9.7105,9.3552,23,0.507222
23.0704,0.5074,9.7105,9.3552,23,0.507223
23.1910,0.5074,9.7106,9.3553,23,0.507224
23.3116,0.5074,9.7106,9.3553,23,0.507225
23.4322,0.5074,9.7106,9.3554,23,0.507226
23.5528,0.5074,9.7103,9.3547,24,0.507212
23.6734,0.5074,9.7103,9.3547,24,0.507213
23.7940,0.5074,9.7103,9.3548,24,0.507214
23.9146,0.5074,9.7104,9.3548,24,0.507215
24.0352,0.5074,9.7104,9.3549,24,0.507216
24.1558,0.5074,9.7104,9.3549,24,0.507217
24.2764,0.5074,9.7104,9.3550,24,0.507218
24.3970,0.5074,9.7104,9.3550,24,0.507219
24.5176,0.5074,9.7101,9.3543,25,0.507205
24.6382,0.5074,9.7101,9.3544,25,0.507206
24.7588,0.5074,9.7102,9.3544,25,0.507207
24.8794,0.5074,9.7102,9.3545,25,0.507208
25.0000,0.5074,9.7102,9.3545,25,0.507209
1.0000,0.5098,9.7719,9.4884,1,0.509842
1.1206,0.5098,9.7719,9.4884,1,0.509843
1.2412,0.5098,9.7719,9.4884,1,0.509843
1.3618,0.5098,9.7720,9.4885,1,0.509844
1.4824,0.5098,9.7720,9.4885,1,0.509844
1.6030,0.5098,9.7717,9.4878,2,0.509831
1.7236,0.5098,9.7717,9.4879,2,0.509833
1.8442,0.5098,9.7717,9.4879,2,0.509834
1.9648,0.5098,9.7717,9.4880,2,0.509835
2.0854,0.5098,9.7718,9.4880,2,0.509835
2.2060,0.5098,9.7718,9.4881,2,0.509836
2.3266,0.5098,9.7718,9.4881,2,0.509837
2.4472,0.5098,9.7718,9.4881,2,0.509838
2.5678,0.5098,9.7715,9.4874,3,0.509824
2.6884,0.5098,9.7715,9.4875,3,0.509825
2.8090,0.5098,9.7715,9.4875,3,0.509826
2.9296,0.5098,9.7716,9.4876,3,0.509827
3.0503,0.5098,9.7716,9.4876,3,0.509828
3.1709,0.5098,9.7716,9.4877,3,0.509829
3.2915,0.5098,9.7716,9.4877,3,0.509830
3.4121,0.5098,9.7716,9.4878,3,0.509830
3.5327,0.5098,9.7713,9.4871,4,0.509817
3.6533,0.5098,9.7713,9.4871,4,0.509818
3.7739,0.5098,9.7714,9.4872,4,0.509819
3.8945,0.5098,9.7714,9.4872,4,0.509820
4.0151,0.5098,9.7714,9.4873,4,0.509821
4.1357,0.5098,9.7714,9.4873,4,0.509822
4.2563,0.5098,9.7714,9.4873,4,0.509822
4.3769,0.5098,9.7715,9.4874,4,0.509823
4.4975,0.5098,9.7715,9.4874,4,0.509824
4.6181,0.5098,9.7712,9.4867,5,0.509810
4.7387,0.5098,9.7712,9.4868,5,0.509811
4.8593,0.5098,9.7712,9.4868,5,0.509812
4.9799,0.5098,9.7712,9.4869,5,0.509813
5.1005,0.5098,9.7713,9.4869,5,0.509814
5.2211,0.5098,9.7713,9.4870,5,0.509815
5.3417,0.5098,9.7713,9.4870,5,0.509816
5.4623,0.5098,9.7713,9.4870,5,0.509816
5.5829,0.5098,9.7710,9.4864,6,0.509803
5.7035,0.5098,9.7710,9.4864,6,0.509804
5.8241,0.5098,9.7710,9.4865,6,0.509805
5.9447,0.5098,9.7711,9.4865,6,0.509806
6.0653,0.5098,9.7711,9.4865,6,0.509807
6.1859,0.5098,9.7711,9.4866,6,0.509808
6.3065,0.5098,9.7711,9.4866,6,0.509808
6.4271,0.5098,9.7711,9.4867,6,0.509809
6.5477,0.5098,9.7708,9.4860,7,0.509796
6.6683,0.5098,9.7708,9.4860,7,0.509797
6.7889,0.5098,9.7709,9.4861,7,0.509798
6.9095,0.5098,9.7709,9.4861,7,0.509798
7.0302,0.5098,9.7709,9.4862,7,0.509799
7.1508,0.5098,9.7709,9.4862,7,0.509800
7.2714,0.5098,9.7709,9.4862,7,0.509801
7.3920,0.5098,9.7710,9.4863,7,0.509802
7.5126,0.5098,9.7706,9.4856,8,0.509788
7.6332,0.5098,9.7707,9.4856,8,0.509789
7.7538,0.5098,9.7707,9.4857,8,0.509790
7.8744,0.5098,9.7707,9.4857,8,0.509791
7.9950,0.5098,9.7707,9.4858,8,0.509792
8.1156,0.5098,9.7708,9.4858,8,0.509793
8.2362,0.5098,9.7708,9.4859,8,0.509794
8.3568,0.5098,9.7708,9.4859,8,0.509794
8.4774,0.5098,9.7708,9.4859,8,0.509795
8.5980,0.5098,9.7705,9.4853,9,0.509782
8.7186,0.5098,9.7705,9.4853,9,0.509783
8.8392,0.5098,9.7705,9.4854,9,0.509784
8.9598,0.5098,9.7706,9.4854,9,0.509784
9.0804,0.5098,9.7706,9.4854,9,0.509785
9.2010,0.5098,9.7706,9.4855,9,0.509786
9.3216,0.5098,9.7706,9.4855,9,0.509787
9.4422,0.5098,9.7706,9.4856,9,0.509788
9.5628,0.5098,9.7703,9.4849,10,0.509774
9.6834,0.5098,9.7703,9.4849,10,0.509775
9.8040,0.5098,9.7704,9.4850,10,0.509776
9.9246,0.5098,9.7704,9.4850,10,0.509777
10.0452,0.5098,9.7704,9.4851,10,0.509778
10.1658,0.5098,9.7704,9.4851,10,0.509779
10.2864,0.5098,9.7704,9.4852,10,0.509780
10.4070,0.5098,9.7705,9.4852,10,0.509780
10.5276,0.5098,9.7701,9.4845,11,0.509767
10.6482,0.5098,9.7702,9.4845,11,0.509768
10.7688,0.5098,9.7702,9.4846,11,0.509769
10.8894,0.5098,9.7702,9.4846,11,0.509770
11.0101,0.5098,9.7702,9.4847,11,0.509770
11.1307,0.5098,9.7702,9.4847,11,0.509771
11.2513,0.5098,9.7703,9.4848,11,0.509772
11.3719,0.5098,9.7703,9.4848,11,0.509773
11.4925,0.5098,9.7703,9.4849,11,0.509774
11.6131,0.5098,9.7700,9.4842,12,0.509760
11.7337,0.5098,9.7700,9.4842,12,0.509761
11.8543,0.5098,9.7700,9.4843,12,0.509762
11.9749,0.5098,9.7701,9.4843,12,0.509763
12.0955,0.5098,9.7701,9.4843,12,0.509764
12.2161,0.5098,9.7701,9.4844,12,0.509765
12.3367,0.5098,9.7701,9.4844,12,0.509766
12.4573,0.5098,9.7701,9.4845,12,0.509766
12.5779,0.5098,9.7698,9.4838,13,0.509753
12.6985,0.5098,9.7698,9.4838,13,0.509754
12.8191,0.5098,9.7699,9.4839,13,0.509755
12.9397,0.5098,9.7699,9.4839,13,0.509756
13.0603,0.5098,9.7699,9.4840,13,0.509756
13.1809,0.5098,9.7699,9.4840,13,0.509757
13.3015,0.5098,9.7699,9.4841,13,0.509758
13.4221,0.5098,9.7700,9.4841,13,0.509759
13.5427,0.5098,9.7696,9.4834,14,0.509745
13.6633,0.5098,9.7697,9.4835,14,0.509746
13.7839,0.5098,9.7697,9.4835,14,0.509747
13.9045,0.5098,9.7697,9.4835,14,0.509748
14.0251,0.5098,9.7697,9.4836,14,0.509749
14.1457,0.5098,9.7697,9.4836,14,0.509750
14.2663,0.5098,9.7698,9.4837,14,0.509751
14.3869,0.5098,9.7698,9.4837,14,0.509752
14.5075,0.5098,9.7695,9.4830,15,0.509738
14.6281,0.5098,9.7695,9.4831,15,0.509739
14.7487,0.5098,9.7695,9.4831,15,0.509740
14.8693,0.5098,9.7695,9.4832,15,0.509741
14.9899,0.5098,9.7696,9.4832,15,0.509742
15.1106,0.5098,9.7696,9.4833,15,0.509742
15.2312,0.5098,9.7696,9.4833,15,0.509743
15.3518,0.5098,9.7696,9.4833,15,0.509744
15.4724,0.5098,9.7696,9.4834,15,0.509745
15.5930,0.5098,9.7693,9.4827,16,0.509732
15.7136,0.5098,9.7693,9.4827,16,0.509732
15.8342,0.5098,9.7694,9.4828,16,0.509733
15.9548,0.5098,9.7694,9.4828,16,0.509734
16.0754,0.5098,9.7694,9.4829,16,0.509735
16.1960,0.5098,9.7694,9.4829,16,0.509736
16.3166,0.5098,9.7694,9.4830,16,0.509737
16.4372,0.5098,9.7695,9.4830,16,0.509738
16.5578,0.5098,9.7691,9.4823,17,0.509724
16.6784,0.5098,9.7692,9.4824,17,0.509725
16.7990,0.5098,9.7692,9.4824,17,0.509726
16.9196,0.5098,9.7692,9.4824,17,0.509727
17.0402,0.5098,9.7692,9.4825,17,0.509728
17.1608,0.5098,9.7692,9.4825,17,0.509729
17.2814,0.5098,9.7693,9.4826,17,0.509729
17.4020,0.5098,9.7693,9.4826,17,0.509730
17.5226,0.5098,9.7690,9.4819,18,0.509717
17.6432,0.5098,9.7690,9.4820,18,0.509718
17.7638,0.5098,9.7690,9.4820,18,0.509718
17.8844,0.5098,9.7690,9.4821,18,0.509719
18.0050,0.5098,9.7691,9.4821,18,0.509720
18.1256,0.5098,9.7691,9.4822,18,0.509721
18.2462,0.5098,9.7691,9.4822,18,0.509722
18.3668,0.5098,9.7691,9.4822,18,0.509723
18.4874,0.5098,9.7691,9.4823,18,0.509724
18.6080,0.5098,9.7688,9.4816,19,0.509710
18.7286,0.5098,9.7688,9.4816,19,0.509711
18.8492,0.5098,9.7689,9.4817,19,0.509712
18.9698,0.5098,9.7689,9.4817,19,0.509713
19.0905,0.5098,9.7689,9.4818,19,0.509714
19.2111,0.5098,9.7689,9.4818,19,0.509715
19.3317,0.5098,9.7689,9.4819,19,0.509715
19.4523,0.5098,9.7690,9.4819,19,0.509716
19.5729,0.5098,9.7686,9.4812,20,0.509703
19.6935,0.5098,9.7687,9.4813,20,0.509704
19.8141,0.5098,9.7687,9.4813,20,0.509705
19.9347,0.5098,9.7687,9.4814,20,0.509705
20.0553,0.5098,9.7687,9.4814,20,0.509706
20.1759,0.5098,9.7687,9.4814,20,0.509707
20.2965,0.5098,9.7688,9.4815,20,0.509708
20.4171,0.5098,9.7688,9.4815,20,0.509709
20.5377,0.5098,9.7685,9.4808,21,0.509695
20.6583,0.5098,9.7685,9.4809,21,0.509696
20.7789,0.5098,9.7685,9.4809,21,0.509697
20.8995,0.5098,9.7685,9.4810,21,0.509698
21.0201,0.5098,9.7685,9.4810,21,0.509699
21.1407,0.5098,9.7686,9.4811,21,0.509700
21.2613,0.5098,9.7686,9.4811,21,0.509701
21.3819,0.5098,9.7686,9.4811,21,0.509701
21.5025,0.5098,9.7683,9.4805,22,0.509688
21.6231,0.5098,9.7683,9.4805,22,0.509689
21.7437,0.5098,9.7683,9.4805,22,0.509690
21.8643,0.5098,9.7684,9.4806,22,0.509691
21.9849,0.5098,9.7684,9.4806,22,0.509691
22.1055,0.5098,9.7684,9.4807,22,0.509692
22.2261,0.5098,9.7684,9.4807,22,0.509693
22.3467,0.5098,9.7684,9.4808,22,0.509694
22.4673,0.5098,9.7685,9.4808,22,0.509695
22.5879,0.5098,9.7681,9.4801,23,0.509681
22.7085,0.5098,9.7682,9.4802,23,0.509682
22.8291,0.5098,9.7682,9.4802,23,0.509683
22.9497,0.5098,9.7682,9.4803,23,0.509684
23.0704,0.5098,9.7682,9.4803,23,0.509685
23.1910,0.5098,9.7682,9.4803,23,0.509686
23.3116,0.5098,9.7683,9.4804,23,0.509687
23.4322,0.5098,9.7683,9.4804,23,0.509687
23.5528,0.5098,9.7680,9.4797,24,0.509674
23.6734,0.5098,9.7680,9.4798,24,0.509675
23.7940,0.5098,9.7680,9.4798,24,0.509676
23.9146,0.5098,9.7680,9.4799,24,0.509677
24.0352,0.5098,9.7680,9.4799,24,0.509677
24.1558,0.5098,9.7681,9.4800,24,0.509678
24.2764,0.5098,9.7681,9.4800,24,0.509679
24.3970,0.5098,9.7681,9.4800,24,0.509680
24.5176,0.5098,9.7678,9.4794,25,0.509667
24.6382,0.5098,9.7678,9.4794,25,0.509667
24.7588,0.5098,9.7678,9.4794,25,0.509668
24.8794,0.5098,9.7679,9.4795,25,0.509669
25.0000,0.5098,9.7679,9.4795,25,0.509670
1.0000,0.5123,9.8298,9.6157,1,0.512304
1.1206,0.5123,9.8298,9.6157,1,0.512305
1.2412,0.5123,9.8298,9.6158,1,0.512306
1.3618,0.5123,9.8299,9.6158,1,0.512306
1.4824,0.5123,9.8299,9.6158,1,0.512307
1.6030,0.5123,9.8296,9.6151,2,0.512294
1.7236,0.5123,9.8296,9.6152,2,0.512295
1.8442,0.5123,9.8296,9.6153,2,0.512296
1.9648,0.5123,9.8296,9.6153,2,0.512297
2.0854,0.5123,9.8297,9.6153,2,0.512298
2.2060,0.5123,9.8297,9.6154,2,0.512298
2.3266,0.5123,9.8297,9.6154,2,0.512299
2.4472,0.5123,9.8297,9.6155,2,0.512300
2.5678,0.5123,9.8294,9.6148,3,0.512286
2.6884,0.5123,9.8294,9.6148,3,0.512287
2.8090,0.5123,9.8294,9.6149,3,0.512288
2.9296,0.5123,9.8295,9.6149,3,0.512289
3.0503,0.5123,9.8295,9.6150,3,0.512290
3.1709,0.5123,9.8295,9.6150,3,0.512291
3.2915,0.5123,9.8295,9.6150,3,0.512292
3.4121,0.5123,9.8295,9.6151,3,0.512293
3.5327,0.5123,9.8292,9.6144,4,0.512279
3.6533,0.5123,9.8292,9.6144,4,0.512280
3.7739,0.5123,9.8293,9.6145,4,0.512281
3.8945,0.5123,9.8293,9.6145,4,0.512282
4.0151,0.5123,9.8293,9.6146,4,0.512283
4.1357,0.5123,9.8293,9.6146,4,0.512284
4.2563,0.5123,9.8293,9.6147,4,0.512284
4.3769,0.5123,9.8294,9.6147,4,0.512285
4.4975,0.5123,9.8294,9.6147,4,0.512286
4.6181,0.5123,9.8291,9.6140,5,0.512273
4.7387,0.5123,9.8291,9.6141,5,0.512274
4.8593,0.5123,9.8291,9.6141,5,0.512274
4.9799,0.5123,9.8291,9.6142,5,0.512275
